1
276.00,70.00,296.00,70.00,296.00,132.00,276.00,132.00
276.00,70.00,296.00,70.00,296.00,132.00,276.00,132.00
276.00,71.00,296.00,71.00,296.00,132.00,276.00,132.00
276.00,71.00,296.00,71.00,296.00,133.00,276.00,133.00
276.00,71.00,296.00,71.00,296.00,133.00,276.00,133.00
276.00,71.00,296.00,71.00,296.00,133.00,276.00,133.00
276.00,70.00,296.00,70.00,296.00,132.00,276.00,132.00
276.00,70.00,296.00,70.00,296.00,132.00,276.00,132.00
276.00,70.00,296.00,70.00,296.00,131.00,276.00,131.00
276.00,71.00,296.00,71.00,296.00,132.00,276.00,132.00
276.00,71.00,296.00,71.00,296.00,133.00,276.00,133.00
277.00,70.00,297.00,70.00,297.00,132.00,277.00,132.00
277.00,70.00,297.00,70.00,297.00,132.00,277.00,132.00
277.00,70.00,297.00,70.00,297.00,132.00,277.00,132.00
277.00,70.00,297.00,70.00,297.00,132.00,277.00,132.00
276.00,70.00,296.00,70.00,296.00,132.00,276.00,132.00
276.00,70.00,296.00,70.00,296.00,132.00,276.00,132.00
276.00,70.00,296.00,70.00,296.00,132.00,276.00,132.00
276.00,70.00,296.00,70.00,296.00,132.00,276.00,132.00
276.00,70.00,296.00,70.00,296.00,132.00,276.00,132.00
276.00,70.00,296.00,70.00,296.00,132.00,276.00,132.00
277.00,70.00,297.00,70.00,297.00,132.00,277.00,132.00
277.00,70.00,297.00,70.00,297.00,132.00,277.00,132.00
277.00,69.00,297.00,69.00,297.00,132.00,277.00,132.00
277.00,68.00,297.00,68.00,297.00,130.00,277.00,130.00
277.00,68.00,297.00,68.00,297.00,130.00,277.00,130.00
277.00,68.00,297.00,68.00,297.00,131.00,277.00,131.00
277.00,69.00,297.00,69.00,297.00,131.00,277.00,131.00
277.00,68.00,297.00,68.00,297.00,130.00,277.00,130.00
277.00,68.00,297.00,68.00,297.00,130.00,277.00,130.00
277.00,67.00,297.00,67.00,297.00,130.00,277.00,130.00
277.00,67.00,297.00,67.00,297.00,129.00,277.00,129.00
277.00,68.00,297.00,68.00,297.00,130.00,277.00,130.00
277.00,68.00,297.00,68.00,297.00,130.00,277.00,130.00
277.00,68.00,297.00,68.00,297.00,131.00,277.00,131.00
277.00,68.00,297.00,68.00,297.00,130.00,277.00,130.00
277.00,67.00,297.00,67.00,297.00,130.00,277.00,130.00
277.00,67.00,297.00,67.00,297.00,129.00,277.00,129.00
276.00,67.00,297.00,67.00,297.00,130.00,276.00,130.00
277.00,68.00,297.00,68.00,297.00,130.00,277.00,130.00
277.00,68.00,297.00,68.00,297.00,130.00,277.00,130.00
277.00,67.00,297.00,67.00,297.00,130.00,277.00,130.00
276.00,67.00,297.00,67.00,297.00,130.00,276.00,130.00
276.00,67.00,296.00,67.00,296.00,129.00,276.00,129.00
276.00,68.00,297.00,68.00,297.00,130.00,276.00,130.00
276.00,68.00,296.00,68.00,296.00,130.00,276.00,130.00
276.00,69.00,296.00,69.00,296.00,131.00,276.00,131.00
276.00,68.00,296.00,68.00,296.00,130.00,276.00,130.00
277.00,68.00,297.00,68.00,297.00,130.00,277.00,130.00
276.00,68.00,296.00,68.00,296.00,130.00,276.00,130.00
277.00,68.00,297.00,68.00,297.00,131.00,277.00,131.00
277.00,68.00,297.00,68.00,297.00,131.00,277.00,131.00
277.00,67.00,297.00,67.00,297.00,130.00,277.00,130.00
276.00,67.00,296.00,67.00,296.00,129.00,276.00,129.00
276.00,67.00,296.00,67.00,296.00,129.00,276.00,129.00
277.00,67.00,297.00,67.00,297.00,129.00,277.00,129.00
276.00,67.00,297.00,67.00,297.00,130.00,276.00,130.00
276.00,68.00,296.00,68.00,296.00,129.00,276.00,129.00
276.00,68.00,296.00,68.00,296.00,130.00,276.00,130.00
276.00,68.00,296.00,68.00,296.00,130.00,276.00,130.00
276.00,68.00,296.00,68.00,296.00,130.00,276.00,130.00
277.00,68.00,297.00,68.00,297.00,131.00,277.00,131.00
276.00,68.00,296.00,68.00,296.00,130.00,276.00,130.00
276.00,68.00,296.00,68.00,296.00,132.00,276.00,132.00
276.00,68.00,296.00,68.00,296.00,129.00,276.00,129.00
276.00,67.00,296.00,67.00,296.00,129.00,276.00,129.00
276.00,67.00,296.00,67.00,296.00,129.00,276.00,129.00
277.00,67.00,297.00,67.00,297.00,129.00,277.00,129.00
277.00,68.00,297.00,68.00,297.00,130.00,277.00,130.00
277.00,68.00,298.00,68.00,298.00,130.00,277.00,130.00
277.00,67.00,297.00,67.00,297.00,129.00,277.00,129.00
276.00,67.00,296.00,67.00,296.00,129.00,276.00,129.00
276.00,67.00,296.00,67.00,296.00,129.00,276.00,129.00
276.00,67.00,296.00,67.00,296.00,129.00,276.00,129.00
276.00,67.00,296.00,67.00,296.00,129.00,276.00,129.00
277.00,67.00,297.00,67.00,297.00,129.00,277.00,129.00
277.00,66.00,297.00,66.00,297.00,128.00,277.00,128.00
277.00,66.00,297.00,66.00,297.00,129.00,277.00,129.00
277.00,66.00,297.00,66.00,297.00,128.00,277.00,128.00
276.00,66.00,296.00,66.00,296.00,128.00,276.00,128.00
276.00,66.00,296.00,66.00,296.00,128.00,276.00,128.00
276.00,65.00,296.00,65.00,296.00,127.00,276.00,127.00
276.00,65.00,296.00,65.00,296.00,127.00,276.00,127.00
276.00,64.00,296.00,64.00,296.00,126.00,276.00,126.00
276.00,64.00,296.00,64.00,296.00,126.00,276.00,126.00
276.00,64.00,296.00,64.00,296.00,126.00,276.00,126.00
277.00,65.00,297.00,65.00,297.00,126.00,277.00,126.00
277.00,65.00,297.00,65.00,297.00,127.00,277.00,127.00
276.00,64.00,296.00,64.00,296.00,126.00,276.00,126.00
277.00,64.00,297.00,64.00,297.00,126.00,277.00,126.00
277.00,64.00,297.00,64.00,297.00,126.00,277.00,126.00
278.00,65.00,298.00,65.00,298.00,127.00,278.00,127.00
279.00,65.00,299.00,65.00,299.00,127.00,279.00,127.00
280.00,64.00,300.00,64.00,300.00,126.00,280.00,126.00
280.00,64.00,300.00,64.00,300.00,126.00,280.00,126.00
280.00,64.00,300.00,64.00,300.00,126.00,280.00,126.00
281.00,64.00,301.00,64.00,301.00,126.00,281.00,126.00
282.00,64.00,302.00,64.00,302.00,126.00,282.00,126.00
282.00,64.00,302.00,64.00,302.00,127.00,282.00,127.00
282.00,64.00,302.00,64.00,302.00,126.00,282.00,126.00
282.00,64.00,302.00,64.00,302.00,126.00,282.00,126.00
282.00,64.00,302.00,64.00,302.00,126.00,282.00,126.00
282.00,64.00,302.00,64.00,302.00,126.00,282.00,126.00
282.00,64.00,302.00,64.00,302.00,127.00,282.00,127.00
282.00,64.00,302.00,64.00,302.00,127.00,282.00,127.00
