1
660.0000,681.0000,709.0000,681.0000,709.0000,709.0000,660.0000,709.0000
661.0000,676.0000,709.0000,676.0000,709.0000,704.0000,661.0000,704.0000
660.0000,670.0000,708.0000,670.0000,708.0000,698.0000,660.0000,698.0000
661.0000,663.0000,708.0000,663.0000,708.0000,690.0000,661.0000,690.0000
664.0000,655.0000,711.0000,655.0000,711.0000,681.0000,664.0000,681.0000
667.0000,647.0000,712.0000,647.0000,712.0000,673.0000,667.0000,673.0000
671.0000,638.0000,715.0000,638.0000,715.0000,664.0000,671.0000,664.0000
674.0000,628.0000,719.0000,628.0000,719.0000,653.0000,674.0000,653.0000
678.0000,618.0000,723.0000,618.0000,723.0000,644.0000,678.0000,644.0000
683.0000,608.0000,728.0000,608.0000,728.0000,633.0000,683.0000,633.0000
688.0000,598.0000,732.0000,598.0000,732.0000,623.0000,688.0000,623.0000
691.0000,588.0000,735.0000,588.0000,735.0000,614.0000,691.0000,614.0000
695.0000,579.0000,739.0000,579.0000,739.0000,604.0000,695.0000,604.0000
696.0000,568.0000,742.0000,568.0000,742.0000,594.0000,696.0000,594.0000
700.0000,557.0000,744.0000,557.0000,744.0000,582.0000,700.0000,582.0000
704.0000,545.0000,747.0000,545.0000,747.0000,570.0000,704.0000,570.0000
706.0000,538.0000,748.0000,538.0000,748.0000,562.0000,706.0000,562.0000
709.0000,530.0000,749.0000,530.0000,749.0000,553.0000,709.0000,553.0000
717.0000,527.0000,758.0000,527.0000,758.0000,550.0000,717.0000,550.0000
719.0000,521.0000,759.0000,521.0000,759.0000,544.0000,719.0000,544.0000
720.0000,515.0000,759.0000,515.0000,759.0000,537.0000,720.0000,537.0000
721.0000,510.0000,761.0000,510.0000,761.0000,533.0000,721.0000,533.0000
724.0000,506.0000,763.0000,506.0000,763.0000,528.0000,724.0000,528.0000
728.0000,504.0000,767.0000,504.0000,767.0000,526.0000,728.0000,526.0000
731.0000,500.0000,770.0000,500.0000,770.0000,522.0000,731.0000,522.0000
736.0000,497.0000,774.0000,497.0000,774.0000,519.0000,736.0000,519.0000
742.0000,495.0000,779.0000,495.0000,779.0000,516.0000,742.0000,516.0000
749.0000,491.0000,785.0000,491.0000,785.0000,512.0000,749.0000,512.0000
755.0000,486.0000,790.0000,486.0000,790.0000,506.0000,755.0000,506.0000
762.0000,482.0000,796.0000,482.0000,796.0000,501.0000,762.0000,501.0000
767.0000,478.0000,801.0000,478.0000,801.0000,497.0000,767.0000,497.0000
772.0000,477.0000,805.0000,477.0000,805.0000,495.0000,772.0000,495.0000
777.0000,471.0000,810.0000,471.0000,810.0000,489.0000,777.0000,489.0000
783.0000,470.0000,814.0000,470.0000,814.0000,488.0000,783.0000,488.0000
791.0000,466.0000,821.0000,466.0000,821.0000,483.0000,791.0000,483.0000
798.0000,469.0000,830.0000,469.0000,830.0000,487.0000,798.0000,487.0000
807.0000,461.0000,838.0000,461.0000,838.0000,479.0000,807.0000,479.0000
815.0000,454.0000,845.0000,454.0000,845.0000,471.0000,815.0000,471.0000
821.0000,447.0000,851.0000,447.0000,851.0000,464.0000,821.0000,464.0000
827.0000,439.0000,858.0000,439.0000,858.0000,457.0000,827.0000,457.0000
832.0000,433.0000,864.0000,433.0000,864.0000,450.0000,832.0000,450.0000
832.0000,423.0000,864.0000,423.0000,864.0000,442.0000,832.0000,442.0000
820.0000,416.0000,854.0000,416.0000,854.0000,435.0000,820.0000,435.0000
822.0000,414.0000,856.0000,414.0000,856.0000,433.0000,822.0000,433.0000
824.0000,411.0000,859.0000,411.0000,859.0000,431.0000,824.0000,431.0000
828.0000,411.0000,862.0000,411.0000,862.0000,430.0000,828.0000,430.0000
831.0000,410.0000,865.0000,410.0000,865.0000,429.0000,831.0000,429.0000
837.0000,401.0000,870.0000,401.0000,870.0000,419.0000,837.0000,419.0000
841.0000,401.0000,874.0000,401.0000,874.0000,420.0000,841.0000,420.0000
843.0000,399.0000,878.0000,399.0000,878.0000,418.0000,843.0000,418.0000
848.0000,400.0000,881.0000,400.0000,881.0000,419.0000,848.0000,419.0000
855.0000,404.0000,888.0000,404.0000,888.0000,422.0000,855.0000,422.0000
860.0000,405.0000,893.0000,405.0000,893.0000,423.0000,860.0000,423.0000
864.0000,406.0000,896.0000,406.0000,896.0000,424.0000,864.0000,424.0000
865.0000,407.0000,898.0000,407.0000,898.0000,425.0000,865.0000,425.0000
868.0000,409.0000,899.0000,409.0000,899.0000,427.0000,868.0000,427.0000
868.0000,412.0000,900.0000,412.0000,900.0000,430.0000,868.0000,430.0000
866.0000,414.0000,899.0000,414.0000,899.0000,433.0000,866.0000,433.0000
864.0000,421.0000,898.0000,421.0000,898.0000,440.0000,864.0000,440.0000
863.0000,425.0000,896.0000,425.0000,896.0000,444.0000,863.0000,444.0000
860.0000,432.0000,894.0000,432.0000,894.0000,451.0000,860.0000,451.0000
857.0000,439.0000,890.0000,439.0000,890.0000,458.0000,857.0000,458.0000
853.0000,447.0000,885.0000,447.0000,885.0000,465.0000,853.0000,465.0000
849.0000,450.0000,882.0000,450.0000,882.0000,468.0000,849.0000,468.0000
845.0000,459.0000,876.0000,459.0000,876.0000,476.0000,845.0000,476.0000
829.0000,468.0000,861.0000,468.0000,861.0000,486.0000,829.0000,486.0000
824.0000,472.0000,855.0000,472.0000,855.0000,490.0000,824.0000,490.0000
818.0000,476.0000,849.0000,476.0000,849.0000,493.0000,818.0000,493.0000
813.0000,479.0000,843.0000,479.0000,843.0000,496.0000,813.0000,496.0000
806.0000,481.0000,836.0000,481.0000,836.0000,498.0000,806.0000,498.0000
799.0000,483.0000,829.0000,483.0000,829.0000,499.0000,799.0000,499.0000
802.0000,480.0000,832.0000,480.0000,832.0000,498.0000,802.0000,498.0000
786.0000,486.0000,817.0000,486.0000,817.0000,504.0000,786.0000,504.0000
778.0000,485.0000,810.0000,485.0000,810.0000,503.0000,778.0000,503.0000
771.0000,485.0000,805.0000,485.0000,805.0000,504.0000,771.0000,504.0000
773.0000,481.0000,807.0000,481.0000,807.0000,500.0000,773.0000,500.0000
763.0000,478.0000,797.0000,478.0000,797.0000,497.0000,763.0000,497.0000
755.0000,477.0000,789.0000,477.0000,789.0000,496.0000,755.0000,496.0000
748.0000,476.0000,782.0000,476.0000,782.0000,495.0000,748.0000,495.0000
733.0000,478.0000,768.0000,478.0000,768.0000,497.0000,733.0000,497.0000
734.0000,472.0000,768.0000,472.0000,768.0000,491.0000,734.0000,491.0000
728.0000,471.0000,761.0000,471.0000,761.0000,489.0000,728.0000,489.0000
722.0000,468.0000,753.0000,468.0000,753.0000,486.0000,722.0000,486.0000
715.0000,465.0000,746.0000,465.0000,746.0000,482.0000,715.0000,482.0000
710.0000,462.0000,740.0000,462.0000,740.0000,479.0000,710.0000,479.0000
702.0000,459.0000,732.0000,459.0000,732.0000,475.0000,702.0000,475.0000
697.0000,457.0000,726.0000,457.0000,726.0000,473.0000,697.0000,473.0000
696.0000,457.0000,725.0000,457.0000,725.0000,473.0000,696.0000,473.0000
688.0000,452.0000,716.0000,452.0000,716.0000,468.0000,688.0000,468.0000
683.0000,451.0000,713.0000,451.0000,713.0000,467.0000,683.0000,467.0000
679.0000,447.0000,709.0000,447.0000,709.0000,464.0000,679.0000,464.0000
674.0000,444.0000,703.0000,444.0000,703.0000,460.0000,674.0000,460.0000
666.0000,430.0000,695.0000,430.0000,695.0000,446.0000,666.0000,446.0000
661.0000,439.0000,690.0000,439.0000,690.0000,455.0000,661.0000,455.0000
647.0000,432.0000,676.0000,432.0000,676.0000,448.0000,647.0000,448.0000
653.0000,434.0000,682.0000,434.0000,682.0000,450.0000,653.0000,450.0000
651.0000,429.0000,680.0000,429.0000,680.0000,446.0000,651.0000,446.0000
648.0000,426.0000,676.0000,426.0000,676.0000,442.0000,648.0000,442.0000
645.0000,423.0000,672.0000,423.0000,672.0000,438.0000,645.0000,438.0000
644.0000,410.0000,672.0000,410.0000,672.0000,426.0000,644.0000,426.0000
642.0000,408.0000,669.0000,408.0000,669.0000,423.0000,642.0000,423.0000
637.0000,414.0000,665.0000,414.0000,665.0000,429.0000,637.0000,429.0000
635.0000,411.0000,662.0000,411.0000,662.0000,426.0000,635.0000,426.0000
633.0000,408.0000,660.0000,408.0000,660.0000,423.0000,633.0000,423.0000
631.0000,405.0000,658.0000,405.0000,658.0000,420.0000,631.0000,420.0000
630.0000,402.0000,657.0000,402.0000,657.0000,417.0000,630.0000,417.0000
630.0000,398.0000,657.0000,398.0000,657.0000,413.0000,630.0000,413.0000
630.0000,396.0000,657.0000,396.0000,657.0000,411.0000,630.0000,411.0000
630.0000,393.0000,657.0000,393.0000,657.0000,408.0000,630.0000,408.0000
630.0000,391.0000,657.0000,391.0000,657.0000,406.0000,630.0000,406.0000
631.0000,389.0000,657.0000,389.0000,657.0000,404.0000,631.0000,404.0000
631.0000,387.0000,658.0000,387.0000,658.0000,402.0000,631.0000,402.0000
